section,method,url,doc,doc_url
Webex Calling Organization Settings,PUT,https://webexapis.com/v1/telephony/config/premisePstn/trunks/{trunkId},Modify a Trunk,https://developer.webex.com/docs/api/v1/webex-calling-organization-settings/modify-a-trunk
Webex Calling Organization Settings,DELETE,https://webexapis.com/v1/telephony/config/premisePstn/trunks/{trunkId},Delete a Trunk,https://developer.webex.com/docs/api/v1/webex-calling-organization-settings/delete-a-trunk
Webex Calling Organization Settings,GET,https://webexapis.com/v1/telephony/config/premisePstn/trunks/trunkTypes,Read the List of Trunk Types,https://developer.webex.com/docs/api/v1/webex-calling-organization-settings/read-the-list-of-trunk-types
Webex Calling Organization Settings,GET,https://webexapis.com/v1/telephony/config/premisePstn/routeGroups,Read the List of Routing Groups,https://developer.webex.com/docs/api/v1/webex-calling-organization-settings/read-the-list-of-routing-groups
Webex Calling Organization Settings,POST,https://webexapis.com/v1/telephony/config/premisePstn/routeGroups,Create Route Group for a Organization,https://developer.webex.com/docs/api/v1/webex-calling-organization-settings/create-route-group-for-a-organization
Webex Calling Organization Settings,GET,https://webexapis.com/v1/telephony/config/premisePstn/routeGroups/{routeGroupId},Read a Route Group for a Organization,https://developer.webex.com/docs/api/v1/webex-calling-organization-settings/read-a-route-group-for-a-organization
Webex Calling Organization Settings,PUT,https://webexapis.com/v1/telephony/config/premisePstn/routeGroups/{routeGroupId},Modify a Route Group for a Organization,https://developer.webex.com/docs/api/v1/webex-calling-organization-settings/modify-a-route-group-for-a-organization
Webex Calling Organization Settings,DELETE,https://webexapis.com/v1/telephony/config/premisePstn/routeGroups/{routeGroupId},Remove a Route Group from an Organization,https://developer.webex.com/docs/api/v1/webex-calling-organization-settings/remove-a-route-group-from-an-organization
Webex Calling Organization Settings,GET,https://webexapis.com/v1/telephony/config/premisePstn/routeGroups/{routeGroupId}/usage,Read the Usage of a Routing Group,https://developer.webex.com/docs/api/v1/webex-calling-organization-settings/read-the-usage-of-a-routing-group
Webex Calling Organization Settings,GET,https://webexapis.com/v1/telephony/config/premisePstn/routeGroups/{routeGroupId}/usageCallToExtension,Read the Call to Extension Locations of a Routing Group,https://developer.webex.com/docs/api/v1/webex-calling-organization-settings/read-the-call-to-extension-locations-of-a-routing-group
Webex Calling Organization Settings,GET,https://webexapis.com/v1/telephony/config/premisePstn/routeGroups/{routeGroupId}/usageDialPlan,Read the Dial Plan Locations of a Routing Group,https://developer.webex.com/docs/api/v1/webex-calling-organization-settings/read-the-dial-plan-locations-of-a-routing-group
Webex Calling Organization Settings,GET,https://webexapis.com/v1/telephony/config/premisePstn/routeGroups/{routeGroupId}/usagePstnConnection,Read the PSTN Connection Locations of a Routing Group,https://developer.webex.com/docs/api/v1/webex-calling-organization-settings/read-the-pstn-connection-locations-of-a-routing-group
Webex Calling Organization Settings,GET,https://webexapis.com/v1/telephony/config/premisePstn/routeGroups/{routeGroupId}/usageRouteList,Read the Route Lists of a Routing Group,https://developer.webex.com/docs/api/v1/webex-calling-organization-settings/read-the-route-lists-of-a-routing-group
Webex Calling Organization Settings,GET,https://webexapis.com/v1/telephony/config/premisePstn/routeLists,Read the List of Route Lists,https://developer.webex.com/docs/api/v1/webex-calling-organization-settings/read-the-list-of-route-lists
Webex Calling Organization Settings,POST,https://webexapis.com/v1/telephony/config/premisePstn/routeLists,Create a Route List,https://developer.webex.com/docs/api/v1/webex-calling-organization-settings/create-a-route-list
Webex Calling Organization Settings,DELETE,https://webexapis.com/v1/telephony/config/premisePstn/routeLists/{routeListId},Delete a Route List,https://developer.webex.com/docs/api/v1/webex-calling-organization-settings/delete-a-route-list
Webex Calling Organization Settings,GET,https://webexapis.com/v1/telephony/config/premisePstn/routeLists/{routeListId},Get a Route List,https://developer.webex.com/docs/api/v1/webex-calling-organization-settings/get-a-route-list
Webex Calling Organization Settings,PUT,https://webexapis.com/v1/telephony/config/premisePstn/routeLists/{routeListId},Modify a Route List,https://developer.webex.com/docs/api/v1/webex-calling-organization-settings/modify-a-route-list
Webex Calling Organization Settings,PUT,https://webexapis.com/v1/telephony/config/premisePstn/routeLists/{routeListId}/numbers,Modify Numbers for Route List,https://developer.webex.com/docs/api/v1/webex-calling-organization-settings/modify-numbers-for-route-list
Webex Calling Organization Settings,GET,https://webexapis.com/v1/telephony/config/premisePstn/routeLists/{routeListId}/numbers,Get Numbers assigned to a Route List,https://developer.webex.com/docs/api/v1/webex-calling-organization-settings/get-numbers-assigned-to-a-route-list
Webex Calling Organization Settings,GET,https://webexapis.com/v1/telephony/config/premisePstn/trunks/{trunkId}/usageCallToExtension,Get Local Gateway Call to On-Premises Extension Usage for a Trunk,https://developer.webex.com/docs/api/v1/webex-calling-organization-settings/get-local-gateway-call-to-on-premises-extension-usage-for-a-trunk
Webex Calling Organization Settings,GET,https://webexapis.com/v1/telephony/config/premisePstn/trunks/{trunkId}/usageDialPlan,Get Local Gateway Dial Plan Usage for a Trunk,https://developer.webex.com/docs/api/v1/webex-calling-organization-settings/get-local-gateway-dial-plan-usage-for-a-trunk
Webex Calling Organization Settings,GET,https://webexapis.com/v1/telephony/config/premisePstn/trunks/{trunkId}/usagePstnConnection,Get Locations Using the Local Gateway as PSTN Connection Routing,https://developer.webex.com/docs/api/v1/webex-calling-organization-settings/get-locations-using-the-local-gateway-as-pstn-connection-routing
Webex Calling Organization Settings,GET,https://webexapis.com/v1/telephony/config/premisePstn/trunks/{trunkId}/usageRouteGroup,Get Route Groups Using the Local Gateway,https://developer.webex.com/docs/api/v1/webex-calling-organization-settings/get-route-groups-using-the-local-gateway
Webex Calling Organization Settings,GET,https://webexapis.com/v1/telephony/config/premisePstn/trunks/{trunkId}/usage,Get Local Gateway Usage Count,https://developer.webex.com/docs/api/v1/webex-calling-organization-settings/get-local-gateway-usage-count
Webex Calling Organization Settings,GET,https://webexapis.com/v1/telephony/config/locations/{locationId}/queues/{queueId}/holidayService,Get Details for a Call Queue Holiday Service,https://developer.webex.com/docs/api/v1/webex-calling-organization-settings/get-details-for-a-call-queue-holiday-service
Webex Calling Organization Settings,PUT,https://webexapis.com/v1/telephony/config/locations/{locationId}/queues/{queueId}/holidayService,Update a Call Queue Holiday Service,https://developer.webex.com/docs/api/v1/webex-calling-organization-settings/update-a-call-queue-holiday-service
Webex Calling Organization Settings,GET,https://webexapis.com/v1/telephony/config/locations/{locationId}/queues/{queueId}/nightService,Get Details for a Call Queue Night Service,https://developer.webex.com/docs/api/v1/webex-calling-organization-settings/get-details-for-a-call-queue-night-service
Webex Calling Organization Settings,PUT,https://webexapis.com/v1/telephony/config/locations/{locationId}/queues/{queueId}/nightService,Update a Call Queue Night Service,https://developer.webex.com/docs/api/v1/webex-calling-organization-settings/update-a-call-queue-night-service
Webex Calling Organization Settings,GET,https://webexapis.com/v1/telephony/config/locations/{locationId}/queues/{queueId}/forcedForward,Get Details for a Call Queue Forced Forward,https://developer.webex.com/docs/api/v1/webex-calling-organization-settings/get-details-for-a-call-queue-forced-forward
Webex Calling Organization Settings,PUT,https://webexapis.com/v1/telephony/config/locations/{locationId}/queues/{queueId}/forcedForward,Update a Call Queue Forced Forward service,https://developer.webex.com/docs/api/v1/webex-calling-organization-settings/update-a-call-queue-forced-forward-service
Webex Calling Organization Settings,GET,https://webexapis.com/v1/telephony/config/locations/{locationId}/queues/{queueId}/strandedCalls,Get Details for a Call Queue Stranded Calls,https://developer.webex.com/docs/api/v1/webex-calling-organization-settings/get-details-for-a-call-queue-stranded-calls
Webex Calling Organization Settings,PUT,https://webexapis.com/v1/telephony/config/locations/{locationId}/queues/{queueId}/strandedCalls,Update a Call Queue Stranded Calls service,https://developer.webex.com/docs/api/v1/webex-calling-organization-settings/update-a-call-queue-stranded-calls-service
Webex Calling Organization Settings,GET,https://webexapis.com/v1/telephony/config/locations/{locationId}/devices/settings,Get Location Device Settings,https://developer.webex.com/docs/api/v1/webex-calling-organization-settings/get-location-device-settings
Webex Calling Organization Settings,GET,https://webexapis.com/v1/telephony/config/supportedDevices,Read the List of Supported Devices,https://developer.webex.com/docs/api/v1/webex-calling-organization-settings/read-the-list-of-supported-devices
Webex Calling Organization Settings,GET,https://webexapis.com/v1/telephony/config/devices/settings,Read the device override settings for a organization,https://developer.webex.com/docs/api/v1/webex-calling-organization-settings/read-the-device-override-settings-for-a-organization
Webex Calling Organization Settings,GET,https://webexapis.com/v1/telephony/config/devices/dects/supportedDevices,Read the DECT device type list,https://developer.webex.com/docs/api/v1/webex-calling-organization-settings/read-the-dect-device-type-list
Webex Calling Organization Settings,POST,https://webexapis.com/v1/telephony/config/devices/actions/validateMacs/invoke,Validate a list of MAC address,https://developer.webex.com/docs/api/v1/webex-calling-organization-settings/validate-a-list-of-mac-address
Webex Calling Organization Settings,POST,https://webexapis.com/v1/telephony/config/jobs/devices/callDeviceSettings,Change Device Settings Across Organization Or Location Job,https://developer.webex.com/docs/api/v1/webex-calling-organization-settings/change-device-settings-across-organization-or-location-job
Webex Calling Organization Settings,GET,https://webexapis.com/v1/telephony/config/jobs/devices/callDeviceSettings,List Change Device Settings Jobs,https://developer.webex.com/docs/api/v1/webex-calling-organization-settings/list-change-device-settings-jobs
Webex Calling Organization Settings,GET,https://webexapis.com/v1/telephony/config/jobs/devices/callDeviceSettings/{jobId},Get Change Device Settings Job Status,https://developer.webex.com/docs/api/v1/webex-calling-organization-settings/get-change-device-settings-job-status
Webex Calling Organization Settings,GET,https://webexapis.com/v1/telephony/config/jobs/devices/callDeviceSettings/{jobId}/errors,List Change Device Settings Job Errors,https://developer.webex.com/docs/api/v1/webex-calling-organization-settings/list-change-device-settings-job-errors
Webex Calling Organization Settings,GET,https://webexapis.com/v1/telephony/config/announcementLanguages,Read the List of Announcement Languages,https://developer.webex.com/docs/api/v1/webex-calling-organization-settings/read-the-list-of-announcement-languages
Webex Calling Organization Settings,POST,https://webexapis.com/v1/telephony/config/locations/{locationId}/receptionistContacts/directories,Create a Receptionist Contact Directory,https://developer.webex.com/docs/api/v1/webex-calling-organization-settings/create-a-receptionist-contact-directory
Webex Calling Organization Settings,GET,https://webexapis.com/v1/telephony/config/locations/{locationId}/receptionistContacts/directories,Read list of Receptionist Contact Directories,https://developer.webex.com/docs/api/v1/webex-calling-organization-settings/read-list-of-receptionist-contact-directories
Webex Calling Organization Settings,DELETE,https://webexapis.com/v1/telephony/config/locations/{locationId}/receptionistContacts/directories/{directoryId},Delete a Receptionist Contact Directory,https://developer.webex.com/docs/api/v1/webex-calling-organization-settings/delete-a-receptionist-contact-directory
Webex Calling Person Settings,GET,https://webexapis.com/v1/telephony/config/people/{personId}/applications/{applicationId}/availableMembers,Search Shared-Line Appearance Members,https://developer.webex.com/docs/api/v1/webex-calling-person-settings/search-shared-line-appearance-members
Webex Calling Person Settings,GET,https://webexapis.com/v1/telephony/config/people/{personId}/applications/{applicationId}/members,Get Shared-Line Appearance Members,https://developer.webex.com/docs/api/v1/webex-calling-person-settings/get-shared-line-appearance-members
Webex Calling Person Settings,PUT,https://webexapis.com/v1/telephony/config/people/{personId}/applications/{applicationId}/members,Put Shared-Line Appearance Members,https://developer.webex.com/docs/api/v1/webex-calling-person-settings/put-shared-line-appearance-members
Webex Calling Person Settings,GET,https://webexapis.com/v1/people/{personId}/features/callingBehavior,Read Person's Calling Behavior,https://developer.webex.com/docs/api/v1/webex-calling-person-settings/read-person's-calling-behavior
Webex Calling Person Settings,PUT,https://webexapis.com/v1/people/{personId}/features/callingBehavior,Configure a person's Calling Behavior,https://developer.webex.com/docs/api/v1/webex-calling-person-settings/configure-a-person's-calling-behavior
Webex Calling Person Settings,GET,https://webexapis.com/v1/people/{personId}/features/bargeIn,Read Barge In Settings for a Person,https://developer.webex.com/docs/api/v1/webex-calling-person-settings/read-barge-in-settings-for-a-person
Webex Calling Person Settings,PUT,https://webexapis.com/v1/people/{personId}/features/bargeIn,Configure Barge In Settings for a Person,https://developer.webex.com/docs/api/v1/webex-calling-person-settings/configure-barge-in-settings-for-a-person
Webex Calling Person Settings,GET,https://webexapis.com/v1/people/{personId}/features/callForwarding,Read Forwarding Settings for a Person,https://developer.webex.com/docs/api/v1/webex-calling-person-settings/read-forwarding-settings-for-a-person
Webex Calling Person Settings,PUT,https://webexapis.com/v1/people/{personId}/features/callForwarding,Configure Call Forwarding Settings for a Person,https://developer.webex.com/docs/api/v1/webex-calling-person-settings/configure-call-forwarding-settings-for-a-person
Webex Calling Person Settings,GET,https://webexapis.com/v1/telephony/config/people/{personId}/devices,Get User Devices,https://developer.webex.com/docs/api/v1/webex-calling-person-settings/get-user-devices
Webex Calling Person Settings,GET,https://webexapis.com/v1/people/{personId}/features/intercept,Read Call Intercept Settings for a Person,https://developer.webex.com/docs/api/v1/webex-calling-person-settings/read-call-intercept-settings-for-a-person
Webex Calling Person Settings,PUT,https://webexapis.com/v1/people/{personId}/features/intercept,Configure Call Intercept Settings for a Person,https://developer.webex.com/docs/api/v1/webex-calling-person-settings/configure-call-intercept-settings-for-a-person
Webex Calling Person Settings,POST,https://webexapis.com/v1/people/{personId}/features/intercept/actions/announcementUpload/invoke,Configure Call Intercept Greeting for a Person,https://developer.webex.com/docs/api/v1/webex-calling-person-settings/configure-call-intercept-greeting-for-a-person
Webex Calling Person Settings,GET,https://webexapis.com/v1/people/{personId}/features/callRecording,Read Call Recording Settings for a Person,https://developer.webex.com/docs/api/v1/webex-calling-person-settings/read-call-recording-settings-for-a-person
Webex Calling Person Settings,PUT,https://webexapis.com/v1/people/{personId}/features/callRecording,Configure Call Recording Settings for a Person,https://developer.webex.com/docs/api/v1/webex-calling-person-settings/configure-call-recording-settings-for-a-person
Webex Calling Person Settings,GET,https://webexapis.com/v1/people/{personId}/features/callerId,Read Caller ID Settings for a Person,https://developer.webex.com/docs/api/v1/webex-calling-person-settings/read-caller-id-settings-for-a-person
Webex Calling Person Settings,PUT,https://webexapis.com/v1/people/{personId}/features/callerId,Configure Caller ID Settings for a Person,https://developer.webex.com/docs/api/v1/webex-calling-person-settings/configure-caller-id-settings-for-a-person
Webex Calling Person Settings,GET,https://webexapis.com/v1/people/{personId}/features/doNotDisturb,Read Do Not Disturb Settings for a Person,https://developer.webex.com/docs/api/v1/webex-calling-person-settings/read-do-not-disturb-settings-for-a-person
Webex Calling Person Settings,PUT,https://webexapis.com/v1/people/{personId}/features/doNotDisturb,Configure Do Not Disturb Settings for a Person,https://developer.webex.com/docs/api/v1/webex-calling-person-settings/configure-do-not-disturb-settings-for-a-person
Webex Calling Person Settings,GET,https://webexapis.com/v1/people/{personId}/features/voicemail,Read Voicemail Settings for a Person,https://developer.webex.com/docs/api/v1/webex-calling-person-settings/read-voicemail-settings-for-a-person
Webex Calling Person Settings,PUT,https://webexapis.com/v1/people/{personId}/features/voicemail,Configure Voicemail Settings for a Person,https://developer.webex.com/docs/api/v1/webex-calling-person-settings/configure-voicemail-settings-for-a-person
Webex Calling Person Settings,POST,https://webexapis.com/v1/people/{personId}/features/voicemail/actions/uploadBusyGreeting/invoke,Configure Busy Voicemail Greeting for a Person,https://developer.webex.com/docs/api/v1/webex-calling-person-settings/configure-busy-voicemail-greeting-for-a-person
Webex Calling Person Settings,POST,https://webexapis.com/v1/people/{personId}/features/voicemail/actions/uploadNoAnswerGreeting/invoke,Configure No Answer Voicemail Greeting for a Person,https://developer.webex.com/docs/api/v1/webex-calling-person-settings/configure-no-answer-voicemail-greeting-for-a-person
Webex Calling Person Settings,GET,https://webexapis.com/v1/people/{personId}/features/schedules,List of Schedules for a Person,https://developer.webex.com/docs/api/v1/webex-calling-person-settings/list-of-schedules-for-a-person
Webex Calling Person Settings,POST,https://webexapis.com/v1/people/{personId}/features/schedules,Create Schedule for a Person,https://developer.webex.com/docs/api/v1/webex-calling-person-settings/create-schedule-for-a-person
Webex Calling Person Settings,GET,https://webexapis.com/v1/people/{personId}/features/schedules/{scheduleType}/{scheduleId},Get a Schedule Details,https://developer.webex.com/docs/api/v1/webex-calling-person-settings/get-a-schedule-details
Webex Calling Person Settings,PUT,https://webexapis.com/v1/people/{personId}/features/schedules/{scheduleType}/{scheduleId},Update a Schedule,https://developer.webex.com/docs/api/v1/webex-calling-person-settings/update-a-schedule
Webex Calling Person Settings,DELETE,https://webexapis.com/v1/people/{personId}/features/schedules/{scheduleType}/{scheduleId},Delete a Schedule,https://developer.webex.com/docs/api/v1/webex-calling-person-settings/delete-a-schedule
Webex Calling Person Settings,GET,https://webexapis.com/v1/people/{personId}/features/schedules/{scheduleType}/{scheduleId}/events/{eventId},Fetch Event for a person's Schedule,https://developer.webex.com/docs/api/v1/webex-calling-person-settings/fetch-event-for-a-person's-schedule
Webex Calling Person Settings,POST,https://webexapis.com/v1/people/{personId}/features/schedules/{scheduleType}/{scheduleId}/events,Add a New Event for Person's Schedule,https://developer.webex.com/docs/api/v1/webex-calling-person-settings/add-a-new-event-for-person's-schedule
Webex Calling Person Settings,PUT,https://webexapis.com/v1/people/{personId}/features/schedules/{scheduleType}/{scheduleId}/events/{eventId},Update an Event for a person's Schedule,https://developer.webex.com/docs/api/v1/webex-calling-person-settings/update-an-event-for-a-person's-schedule
Webex Calling Person Settings,DELETE,https://webexapis.com/v1/people/{personId}/features/schedules/{scheduleType}/{scheduleId}/events/{eventId},Delete an Event for a person's Schedule,https://developer.webex.com/docs/api/v1/webex-calling-person-settings/delete-an-event-for-a-person's-schedule
Webex Calling Person Settings,GET,https://webexapis.com/v1/people/{personId}/features/callWaiting,Read Call Waiting Settings for a Person,https://developer.webex.com/docs/api/v1/webex-calling-person-settings/read-call-waiting-settings-for-a-person
Webex Calling Person Settings,PUT,https://webexapis.com/v1/people/{personId}/features/callWaiting,Configure Call Waiting Settings for a Person,https://developer.webex.com/docs/api/v1/webex-calling-person-settings/configure-call-waiting-settings-for-a-person
Webex Calling Person Settings,GET,https://webexapis.com/v1/people/{personId}/features/monitoring,Retrieve a person's Monitoring Settings,https://developer.webex.com/docs/api/v1/webex-calling-person-settings/retrieve-a-person's-monitoring-settings
Webex Calling Person Settings,PUT,https://webexapis.com/v1/people/{personId}/features/monitoring,Modify a person's Monitoring Settings,https://developer.webex.com/docs/api/v1/webex-calling-person-settings/modify-a-person's-monitoring-settings
Webex Calling Person Settings,GET,https://webexapis.com/v1/people/{personId}/features/numbers,Get a List of Phone Numbers for a Person,https://developer.webex.com/docs/api/v1/webex-calling-person-settings/get-a-list-of-phone-numbers-for-a-person
Webex Calling Person Settings,GET,https://webexapis.com/v1/people/{personId}/features/applications,Retrieve a person's Application Services Settings,https://developer.webex.com/docs/api/v1/webex-calling-person-settings/retrieve-a-person's-application-services-settings
Webex Calling Person Settings,PUT,https://webexapis.com/v1/people/{personId}/features/applications,Modify a person's Application Services Settings,https://developer.webex.com/docs/api/v1/webex-calling-person-settings/modify-a-person's-application-services-settings
Webex Calling Person Settings,GET,https://webexapis.com/v1/people/{personId}/features/privacy,Get a person's Privacy Settings,https://developer.webex.com/docs/api/v1/webex-calling-person-settings/get-a-person's-privacy-settings
Webex Calling Person Settings,PUT,https://webexapis.com/v1/people/{personId}/features/privacy,Configure a person's Privacy Settings,https://developer.webex.com/docs/api/v1/webex-calling-person-settings/configure-a-person's-privacy-settings
Webex Calling Person Settings,GET,https://webexapis.com/v1/people/{personId}/features/executiveAssistant,Retrieve Executive Assistant Settings for a Person,https://developer.webex.com/docs/api/v1/webex-calling-person-settings/retrieve-executive-assistant-settings-for-a-person
Webex Calling Person Settings,PUT,https://webexapis.com/v1/people/{personId}/features/executiveAssistant,Modify Executive Assistant Settings for a Person,https://developer.webex.com/docs/api/v1/webex-calling-person-settings/modify-executive-assistant-settings-for-a-person
Webex Calling Person Settings,GET,https://webexapis.com/v1/people/{personId}/features/reception,Read Receptionist Client Settings for a Person,https://developer.webex.com/docs/api/v1/webex-calling-person-settings/read-receptionist-client-settings-for-a-person
Webex Calling Person Settings,PUT,https://webexapis.com/v1/people/{personId}/features/reception,Configure Receptionist Client Settings for a Person,https://developer.webex.com/docs/api/v1/webex-calling-person-settings/configure-receptionist-client-settings-for-a-person
Webex Calling Person Settings,GET,https://webexapis.com/v1/people/{personId}/features/pushToTalk,Read Push-to-Talk Settings for a Person,https://developer.webex.com/docs/api/v1/webex-calling-person-settings/read-push-to-talk-settings-for-a-person
Webex Calling Person Settings,PUT,https://webexapis.com/v1/people/{personId}/features/pushToTalk,Configure Push-to-Talk Settings for a Person,https://developer.webex.com/docs/api/v1/webex-calling-person-settings/configure-push-to-talk-settings-for-a-person
Webex Calling Person Settings,GET,https://webexapis.com/v1/people/{personId}/features/hoteling,Read Hoteling Settings for a Person,https://developer.webex.com/docs/api/v1/webex-calling-person-settings/read-hoteling-settings-for-a-person
Webex Calling Person Settings,PUT,https://webexapis.com/v1/people/{personId}/features/hoteling,Configure Hoteling Settings for a Person,https://developer.webex.com/docs/api/v1/webex-calling-person-settings/configure-hoteling-settings-for-a-person
Webex Calling Person Settings,POST,https://webexapis.com/v1/people/{personId}/features/voicemail/actions/resetPin/invoke,Reset Voicemail PIN,https://developer.webex.com/docs/api/v1/webex-calling-person-settings/reset-voicemail-pin
Webex Calling Person Settings,GET,https://webexapis.com/v1/people/{personId}/features/incomingPermission,Read Incoming Permission Settings for a Person,https://developer.webex.com/docs/api/v1/webex-calling-person-settings/read-incoming-permission-settings-for-a-person
Webex Calling Person Settings,PUT,https://webexapis.com/v1/people/{personId}/features/incomingPermission,Configure Incoming Permission Settings for a Person,https://developer.webex.com/docs/api/v1/webex-calling-person-settings/configure-incoming-permission-settings-for-a-person
Webex Calling Person Settings,GET,https://webexapis.com/v1/people/{personId}/features/outgoingPermission,Retrieve a person's Outgoing Calling Permissions Settings,https://developer.webex.com/docs/api/v1/webex-calling-person-settings/retrieve-a-person's-outgoing-calling-permissions-settings
Webex Calling Person Settings,PUT,https://webexapis.com/v1/people/{personId}/features/outgoingPermission,Modify a person's Outgoing Calling Permissions Settings,https://developer.webex.com/docs/api/v1/webex-calling-person-settings/modify-a-person's-outgoing-calling-permissions-settings
Webex Calling Person Settings,PUT,https://webexapis.com/v1/telephony/config/people/{personId}/numbers,Assign or Unassign numbers to a person,https://developer.webex.com/docs/api/v1/webex-calling-person-settings/assign-or-unassign-numbers-to-a-person
Webex Calling Person Settings,GET,https://webexapis.com/v1/telephony/config/people/{personId}/queues/availableCallerIds,Retrieve List of Call Queue Caller ID information,https://developer.webex.com/docs/api/v1/webex-calling-person-settings/retrieve-list-of-call-queue-caller-id-information
Webex Calling Person Settings,GET,https://webexapis.com/v1/telephony/config/people/{personId}/queues/callerId,Retrieve a Call Queue Agent's Caller ID information,https://developer.webex.com/docs/api/v1/webex-calling-person-settings/retrieve-a-call-queue-agent's-caller-id-information
Webex Calling Person Settings,PUT,https://webexapis.com/v1/telephony/config/people/{personId}/queues/callerId,Modify a Call Queue Agent's Caller ID information,https://developer.webex.com/docs/api/v1/webex-calling-person-settings/modify-a-call-queue-agent's-caller-id-information
Webex Calling Voice Messaging,GET,https://webexapis.com/v1/telephony/voiceMessages/summary,Get Message Summary,https://developer.webex.com/docs/api/v1/webex-calling-voice-messaging/get-message-summary
Webex Calling Voice Messaging,GET,https://webexapis.com/v1/telephony/voiceMessages,List Messages,https://developer.webex.com/docs/api/v1/webex-calling-voice-messaging/list-messages
Webex Calling Voice Messaging,DELETE,https://webexapis.com/v1/telephony/voiceMessages/{messageId},Delete Message,https://developer.webex.com/docs/api/v1/webex-calling-voice-messaging/delete-message
Webex Calling Voice Messaging,POST,https://webexapis.com/v1/telephony/voiceMessages/markAsRead,Mark As Read,https://developer.webex.com/docs/api/v1/webex-calling-voice-messaging/mark-as-read
Webex Calling Voice Messaging,POST,https://webexapis.com/v1/telephony/voiceMessages/markAsUnread,Mark As Unread,https://developer.webex.com/docs/api/v1/webex-calling-voice-messaging/mark-as-unread
Webex Calling Workspace Settings,GET,https://webexapis.com/v1/workspaces/{workspaceId}/features/callForwarding,Retrieve Call Forwarding Settings for a Workspace,https://developer.webex.com/docs/api/v1/webex-calling-workspace-settings/retrieve-call-forwarding-settings-for-a-workspace
Webex Calling Workspace Settings,PUT,https://webexapis.com/v1/workspaces/{workspaceId}/features/callForwarding,Modify Call Forwarding Settings for a Workspace,https://developer.webex.com/docs/api/v1/webex-calling-workspace-settings/modify-call-forwarding-settings-for-a-workspace
Webex Calling Workspace Settings,GET,https://webexapis.com/v1/workspaces/{workspaceId}/features/callWaiting,Retrieve Call Waiting Settings for a Workspace,https://developer.webex.com/docs/api/v1/webex-calling-workspace-settings/retrieve-call-waiting-settings-for-a-workspace
Webex Calling Workspace Settings,PUT,https://webexapis.com/v1/workspaces/{workspaceId}/features/callWaiting,Modify Call Waiting Settings for a Workspace,https://developer.webex.com/docs/api/v1/webex-calling-workspace-settings/modify-call-waiting-settings-for-a-workspace
Webex Calling Workspace Settings,GET,https://webexapis.com/v1/workspaces/{workspaceId}/features/callerId,Retrieve Caller ID Settings for a Workspace,https://developer.webex.com/docs/api/v1/webex-calling-workspace-settings/retrieve-caller-id-settings-for-a-workspace
Webex Calling Workspace Settings,PUT,https://webexapis.com/v1/workspaces/{workspaceId}/features/callerId,Modify Caller ID Settings for a Workspace,https://developer.webex.com/docs/api/v1/webex-calling-workspace-settings/modify-caller-id-settings-for-a-workspace
Webex Calling Workspace Settings,GET,https://webexapis.com/v1/telephony/config/workspaces/{workspaceId}/devices,Get Workspace Devices,https://developer.webex.com/docs/api/v1/webex-calling-workspace-settings/get-workspace-devices
Webex Calling Workspace Settings,PUT,https://webexapis.com/v1/telephony/config/workspaces/{workspaceId}/devices,Modify Workspace Devices,https://developer.webex.com/docs/api/v1/webex-calling-workspace-settings/modify-workspace-devices
Webex Calling Workspace Settings,GET,https://webexapis.com/v1/workspaces/{workspaceId}/features/monitoring,Retrieve Monitoring Settings for a Workspace,https://developer.webex.com/docs/api/v1/webex-calling-workspace-settings/retrieve-monitoring-settings-for-a-workspace
Webex Calling Workspace Settings,PUT,https://webexapis.com/v1/workspaces/{workspaceId}/features/monitoring,Modify Monitoring Settings for a Workspace,https://developer.webex.com/docs/api/v1/webex-calling-workspace-settings/modify-monitoring-settings-for-a-workspace
Webex Calling Workspace Settings,GET,https://webexapis.com/v1/workspaces/{workspaceId}/features/numbers,List numbers associated with a specific workspace,https://developer.webex.com/docs/api/v1/webex-calling-workspace-settings/list-numbers-associated-with-a-specific-workspace
Webex Calling Workspace Settings,GET,https://webexapis.com/v1/workspaces/{workspaceId}/features/incomingPermission,Retrieve Incoming Permission Settings for a Workspace,https://developer.webex.com/docs/api/v1/webex-calling-workspace-settings/retrieve-incoming-permission-settings-for-a-workspace
Webex Calling Workspace Settings,PUT,https://webexapis.com/v1/workspaces/{workspaceId}/features/incomingPermission,Modify Incoming Permission Settings for a Workspace,https://developer.webex.com/docs/api/v1/webex-calling-workspace-settings/modify-incoming-permission-settings-for-a-workspace
Webex Calling Workspace Settings,GET,https://webexapis.com/v1/workspaces/{workspaceId}/features/outgoingPermission,Retrieve Outgoing Permission Settings for a Workspace,https://developer.webex.com/docs/api/v1/webex-calling-workspace-settings/retrieve-outgoing-permission-settings-for-a-workspace
Webex Calling Workspace Settings,PUT,https://webexapis.com/v1/workspaces/{workspaceId}/features/outgoingPermission,Modify Outgoing Permission Settings for a Workspace,https://developer.webex.com/docs/api/v1/webex-calling-workspace-settings/modify-outgoing-permission-settings-for-a-workspace
Webex Calling Workspace Settings,GET,https://webexapis.com/v1/workspaces/{workspaceId}/features/outgoingPermission/accessCodes,Retrieve Access Codes for a Workspace,https://developer.webex.com/docs/api/v1/webex-calling-workspace-settings/retrieve-access-codes-for-a-workspace
